Centre,Left,Right,Steering,Brake,Throttle,Speed
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_644.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_644.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_644.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_745.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_745.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_745.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_852.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_852.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_852.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_20_434.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_20_434.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_20_434.jpg, 0, 1, 0, 30.19002
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_20_532.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_20_532.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_20_532.jpg, 0, 1, 0, 30.19013
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_20_634.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_20_634.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_20_634.jpg, 0, 1, 0, 30.19016
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_20_735.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_20_735.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_20_735.jpg, 0, 1, 0, 30.19014
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_20_840.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_20_840.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_20_840.jpg, 0, 1, 0, 30.19012
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_20_952.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_20_952.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_20_952.jpg, 0, 1, 0, 30.19015
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_059.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_059.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_059.jpg, -0.1828191, 1, 0, 30.18132
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_160.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_160.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_160.jpg, -0.2536932, 1, 0, 30.18369
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_264.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_264.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_264.jpg, 0, 1, 0, 30.18824
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_372.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_372.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_372.jpg, 0, 1, 0, 30.18997
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_474.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_474.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_474.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_581.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_581.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_581.jpg, 0, 1, 0, 30.1911
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_682.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_682.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_682.jpg, 0, 1, 0, 30.1902
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_790.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_790.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_790.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_21_897.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_21_897.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_21_897.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_003.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_003.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_003.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_105.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_105.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_105.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_210.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_210.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_210.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_312.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_312.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_312.jpg, 0, 1, 0, 30.19034
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_417.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_417.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_417.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_518.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_518.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_518.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_620.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_620.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_620.jpg, 0, 1, 0, 30.19047
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_723.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_723.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_723.jpg, 0, 1, 0, 30.1901
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_825.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_825.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_825.jpg, 0, 1, 0, 30.19017
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_22_928.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_22_928.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_22_928.jpg, 0, 1, 0, 30.19
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_035.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_035.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_035.jpg, -0.3189996, 1, 0, 30.16582
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_136.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_136.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_136.jpg, -0.3296348, 1, 0, 30.18076
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_237.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_237.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_237.jpg, -0.02639519, 1, 0, 30.18883
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_346.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_346.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_346.jpg, 0, 1, 0, 30.18983
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_455.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_455.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_455.jpg, 0, 1, 0, 30.19063
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_557.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_557.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_557.jpg, 0, 1, 0, 30.19065
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_657.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_657.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_657.jpg, 0, 1, 0, 30.19018
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_766.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_766.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_766.jpg, 0, 1, 0, 30.19036
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_875.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_875.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_875.jpg, 0, 1, 0, 30.19012
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_23_980.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_23_980.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_23_980.jpg, 0, 1, 0, 30.19024
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_089.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_089.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_089.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_192.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_192.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_192.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_293.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_293.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_293.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_397.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_397.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_397.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_499.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_499.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_499.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_604.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_604.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_604.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_707.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_707.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_707.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_809.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_809.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_809.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_24_912.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_24_912.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_24_912.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_015.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_015.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_015.jpg, 0, 1, 0, 30.19006
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_123.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_123.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_123.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_225.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_225.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_225.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_328.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_328.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_328.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_434.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_434.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_434.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_535.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_535.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_535.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_642.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_642.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_642.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_743.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_743.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_743.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_844.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_844.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_844.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_25_949.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_25_949.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_25_949.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_052.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_052.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_052.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_156.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_156.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_156.jpg, 0, 1, 0, 30.19062
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_265.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_265.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_265.jpg, -0.2958009, 1, 0, 30.16896
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_372.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_372.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_372.jpg, -0.3064604, 1, 0, 30.18479
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_474.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_474.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_474.jpg, 0, 1, 0, 30.18638
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_581.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_581.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_581.jpg, 0, 1, 0, 30.18968
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_681.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_681.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_681.jpg, 0, 1, 0, 30.19022
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_784.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_784.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_784.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_886.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_886.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_886.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_26_988.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_26_988.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_26_988.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_090.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_090.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_090.jpg, 0, 1, 0, 30.19034
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_193.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_193.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_193.jpg, 0, 1, 0, 30.19067
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_296.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_296.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_296.jpg, 0, 1, 0, 30.19025
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_401.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_401.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_401.jpg, 0, 1, 0, 30.19036
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_501.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_501.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_501.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_612.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_612.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_612.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_716.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_716.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_716.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_824.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_824.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_824.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_27_929.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_27_929.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_27_929.jpg, -0.1878912, 1, 0, 30.1808
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_030.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_030.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_030.jpg, -0.2891259, 1, 0, 30.17822
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_131.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_131.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_131.jpg, 0, 1, 0, 30.18821
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_234.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_234.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_234.jpg, 0, 1, 0, 30.1898
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_335.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_335.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_335.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_436.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_436.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_436.jpg, 0, 1, 0, 30.19024
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_542.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_542.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_542.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_649.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_649.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_649.jpg, -0.2116446, 1, 0, 30.17811
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_751.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_751.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_751.jpg, -0.1907562, 1, 0, 30.18824
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_851.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_851.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_851.jpg, 0, 1, 0, 30.1891
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_28_955.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_28_955.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_28_955.jpg, 0, 1, 0, 30.19016
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_057.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_057.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_057.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_161.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_161.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_161.jpg, 0, 1, 0, 30.19021
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_266.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_266.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_266.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_370.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_370.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_370.jpg, -0.2051157, 1, 0, 30.17916
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_470.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_470.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_470.jpg, -0.295155, 1, 0, 30.18034
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_576.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_576.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_576.jpg, 0, 1, 0, 30.18826
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_680.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_680.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_680.jpg, 0, 1, 0, 30.18991
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_784.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_784.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_784.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_889.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_889.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_889.jpg, 0, 1, 0, 30.19035
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_29_991.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_29_991.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_29_991.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_097.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_097.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_097.jpg, -0.1070538, 1, 0, 30.18732
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_202.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_202.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_202.jpg, -0.3626715, 1, 0, 30.16175
